Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Title,Author,Bookshop.org link,Short description,Resource type,Book type,Category,Long Description,Thumbnail
A Sweet Smell of Roses,a-sweet-smell-of-roses,5ee119e7a0db1f13edda4aa0,5f0deb271e872061adfa5aa8,Tue Jul 14 2020 17:28:07 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:28:07 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),A Sweet Smell of Roses,Angela Johnson; Illustrated by Eric Velazquez,https://bookshop.org/books/a-sweet-smell-of-roses/9781416953616,A story about the events of the civil rights movement and a girl's experience as a child,,Children's Book,,"<p>There's a sweet, sweet smell in the air as two young girls sneak out of their house, down the street, and across town to where men and women are gathered, ready to march for freedom and justice. Inspired by countless children and young adults who took a stand, two Coretta Scott King honorees offer a heart-lifting glimpse of children's roles in the civil rights movement.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0deb13a443c5b4ff39ad42_sweet_smell_of_roses.jpg
Another,another,5ee119e7a0db1f13edda4aa0,5f0dea6f51846e395e6679ef,Tue Jul 14 2020 17:25:03 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:25:03 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),Another,Christian Robinson,https://bookshop.org/books/another-9781534421677/9781534421677,A great book for kids to use their own imagination and storytelling,,Children's Book,,<p>A clever wordless book about a child and her cat .... and another cat that emerges from a inter-dimensional doorway</p>,https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dea54d123f69f1faa37e4_another.jpg
This Book is Anti Racist ,this-book-is-anti-racist,5ee119e7a0db1f13edda4aa0,5f0de6d3270e3b50f2e10c58,Tue Jul 14 2020 17:09:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:09:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:09:48 GMT+0000 (Coordinated Universal Time),This Book is Anti Racist ,Tiffany Jewell,https://bookshop.org/books/this-book-is-anti-racist-20-lessons-on-how-to-wake-up-take-action-and-do-the-work/9780711245211,Gain a deeper understanding of your anti-racist self,,Coretta Scott King Book Award Winner,,"<p>Gain a deeper understanding of your anti-racist self as you progress through 20 chapters that spark introspection, reveal the origins of racism that we are still experiencing, and give you the courage and power to undo it. Each chapter builds on the previous one as you learn more about yourself and racial oppression. 20 activities get you thinking and help you grow with the knowledge. All you need is a pen and paper.<br><br>Author Tiffany Jewell, an anti-bias, anti-racist educator and activist, builds solidarity beginning with the language she chooses--using gender neutral words to honor everyone who reads the book. Illustrator Aurélia Durand brings the stories and characters to life with kaleidoscopic vibrancy.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0de6c73750b73f82fd0b25_book_ThisBookisAntiracist.jpg
A Kids Book About Racism ,a-kids-book-about-racism,5ee119e7a0db1f13edda4aa0,5f0de660bf84688f54d2d077,Tue Jul 14 2020 17:07:44 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:10:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:10:48 GMT+0000 (Coordinated Universal Time),A Kids Book About Racism ,Jelani Memory,https://bookshop.org/books/between-the-world-and-me/9780812993547,Ta-Nehisi Coates offers a powerful new framework for understanding our nation's history and current crisis.,,Coretta Scott King Book Award Winner,,"<p>In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation's history and current crisis. Americans have built an empire on the idea of ""race,"" a falsehood that damages us all but falls most heavily on the bodies of black women and men--bodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden?<br>Between the World and Me is Ta-Nehisi Coates's attempt to answer these questions in a letter to his adolescent son. Coates shares with his son--and readers--the story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose children's lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0de644e1cb9bdc0f468b0f_book_AKidsBookAboutRacism.jpg
White Fragility: Why It's So Hard for White People to Talk About Racism,white-fragility-why-its-so-hard-for-white-people-to-talk-about-racism,5ee119e7a0db1f13edda4aa0,5f0de4c978b27fd8329f6984,Tue Jul 14 2020 17:00:57 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:00:57 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:09:48 GMT+0000 (Coordinated Universal Time),White Fragility: Why It's So Hard for White People to Talk About Racism,"Robin DiAngelo, PhD",https://bookshop.org/books/white-fragility-why-it-s-so-hard-for-white-people-to-talk-about-racism/9780807047415,Antiracist educator Robin DiAngelo deftly illuminates the phenomenon of white fragility,,Coretta Scott King Book Award Winner,,"<p>In this ""vital, necessary, and beautiful book"" (Michael Eric Dyson), antiracist educator Robin DiAngelo deftly illuminates the phenomenon of white fragility and ""allows us to understand racism as a practice not restricted to 'bad people' (Claudia Rankine). Referring to the defensive moves that white people make when challenged racially, white fragility is characterized by emotions such as anger, fear, and guilt, and by behaviors including argumentation and silence. These behaviors, in turn, function to reinstate white racial equilibrium and prevent any meaningful cross-racial dialogue. In this in-depth exploration, DiAngelo examines how white fragility develops, how it protects racial inequality, and what we can do to engage more constructively.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0de4bb341aa4ef227fbb1e_book_WhiteFragility.jpg
When Affirmative Action Was White: An Untold History of Racial Inequality in Twentieth-Century America,when-affirmative-action-was-white-an-untold-history-of-racial-inequality-in-twentieth-century-america,5ee119e7a0db1f13edda4aa0,5f0de31a1c5c9665469da770,Tue Jul 14 2020 16:53:46 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:53:46 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:53:59 GMT+0000 (Coordinated Universal Time),When Affirmative Action Was White: An Untold History of Racial Inequality in Twentieth-Century America, Ira Katznelson,https://bookshop.org/books/when-affirmative-action-was-white-an-untold-history-of-racial-inequality-in-twentieth-century-america/9780393328516,Ira Katznelson fundamentally recasts our understanding of twentieth-century American history,,Coretta Scott King Book Award Winner,,"<p>In this ""penetrating new analysis"" (New York Times Book Review) Ira Katznelson fundamentally recasts our understanding of twentieth-century American history and demonstrates that all the key programs passed during the New Deal and Fair Deal era of the 1930s and 1940s were created in a deeply discriminatory manner. Through mechanisms designed by Southern Democrats that specifically excluded maids and farm workers, the gap between blacks and whites actually widened despite postwar prosperity. In the words of noted historian Eric Foner, ""Katznelson's incisive book should change the terms of debate about affirmative action, and about the last seventy years of American history.""</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0de30ee1cb9bc1b34477f6_book_WhenAffirmativeActionWasWhite.jpg
This Bridge Called My Back: Writings by Radical Women of Color,this-bridge-called-my-back-writings-by-radical-women-of-color,5ee119e7a0db1f13edda4aa0,5f0de2dae2b8c25adb60ed84,Tue Jul 14 2020 16:52:42 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:52:42 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:53:59 GMT+0000 (Coordinated Universal Time),This Bridge Called My Back: Writings by Radical Women of Color,Cherríe Moraga,https://bookshop.org/books/this-bridge-called-my-back-fourth-edition-writings-by-radical-women-of-color/9781438454382,A testimony to women of color feminism as it emerged in the last quarter of the twentieth century,,Coretta Scott King Book Award Winner,,"<p>Originally released in 1981, This Bridge Called My Back is a testimony to women of color feminism as it emerged in the last quarter of the twentieth century. Through personal essays, criticism, interviews, testimonials, poetry, and visual art, the collection explores, as coeditor Cherríe Moraga writes, ""the complex confluence of identities--race, class, gender, and sexuality--systemic to women of color oppression and liberation.""</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0de2cd2cd55c908a12a615_book_ThisBridgeCalledMyBack.jpg
Their Eyes Were Watching God ,their-eyes-were-watching-god,5ee119e7a0db1f13edda4aa0,5f0dde3bab1255b7fc529bfb,Tue Jul 14 2020 16:32:59 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:32:59 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:53:59 GMT+0000 (Coordinated Universal Time),Their Eyes Were Watching God ,Zora Neale Hurston,https://bookshop.org/books/their-eyes-were-watching-god/9780061120060,A young black woman's quest for identity in the 1930s.,,Coretta Scott King Book Award Winner,,"<p>Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person -- no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dde29318460dd3ccd5ab1_book_TheirEyesWereWatchingGod.jpg
The Warmth of Other Suns,the-warmth-of-other-suns,5ee119e7a0db1f13edda4aa0,5f0dddab1a491cee4d924d52,Tue Jul 14 2020 16:30:35 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:30:35 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:53:59 GMT+0000 (Coordinated Universal Time),The Warmth of Other Suns,Isabel Wilkerson,https://bookshop.org/books/the-warmth-of-other-suns-the-epic-story-of-america-s-great-migration/9780679763888,Wilkerson tells this story through the lives of three unique individuals whose lives were changed in America's Great Migration.,,Coretta Scott King Book Award Winner,,"<p>From 1915 to 1970, this exodus of almost six million people changed the face of America. Wilkerson compares this epic migration to the migrations of other peoples in history. She interviewed more than a thousand people, and gained access to new data and official records, to write this definitive and vividly dramatic account of how these American journeys unfolded, altering our cities, our country, and ourselves.<br>With stunning historical detail, Wilkerson tells this story through the lives of three unique individuals: Ida Mae Gladney, who in 1937 left sharecropping and prejudice in Mississippi for Chicago, where she achieved quiet blue-collar success and, in old age, voted for Barack Obama when he ran for an Illinois Senate seat; sharp and quick-tempered George Starling, who in 1945 fled Florida for Harlem, where he endangered his job fighting for civil rights, saw his family fall, and finally found peace in God; and Robert Foster, who left Louisiana in 1953 to pursue a medical career, the personal physician to Ray Charles as part of a glitteringly successful medical career, which allowed him to purchase a grand home where he often threw exuberant parties.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0ddd9758c70165b8a01f17_book_TheWarmthofOtherSuns.jpg
The Next American Revolution: Sustainable Activism for the Twenty-First Century,the-next-american-revolution-sustainable-activism-for-the-twenty-first-century,5ee119e7a0db1f13edda4aa0,5f0ddd6399bf2e1ecbaa15d0,Tue Jul 14 2020 16:29:23 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:29:23 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:53:59 GMT+0000 (Coordinated Universal Time),The Next American Revolution: Sustainable Activism for the Twenty-First Century,Grace Lee Boggs,https://bookshop.org/books/the-next-american-revolution-sustainable-activism-for-the-twenty-first-century-9780520272590/9780520272590,"A manifesto for creating alternative modes of work, politics, and human interaction",,Coretta Scott King Book Award Winner,,"<p>A world dominated by America and driven by cheap oil, easy credit, and conspicuous consumption is unraveling before our eyes. In this powerful, deeply humanistic book, Grace Lee Boggs, a legendary figure in the struggle for justice in America, shrewdly assesses the current crisis--political, economical, and environmental--and shows how to create the radical social change we need to confront new realities. A vibrant, inspirational force, Boggs has participated in all of the twentieth century's major social movements--for civil rights, women's rights, workers' rights, and more. She draws from seven decades of activist experience, and a rigorous commitment to critical thinking, to redefine ""revolution"" for our times. From her home in Detroit, she reveals how hope and creativity are overcoming despair and decay within the most devastated urban communities. Her book is a manifesto for creating alternative modes of work, politics, and human interaction that will collectively constitute the next American Revolution.<br></p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0ddd57b952bd6370f97d18_book_TheNextAmericanRevolution.jpg
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,the-new-jim-crow-mass-incarceration-in-the-age-of-colorblindness,5ee119e7a0db1f13edda4aa0,5f0ddc15119fbba6bb75b0ce,Tue Jul 14 2020 16:23:49 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:24:45 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:24:52 GMT+0000 (Coordinated Universal Time),The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,https://bookshop.org/books/the-new-jim-crow-mass-incarceration-in-the-age-of-colorblindness-anniversary/9781620971932,A stunning account of the rebirth of a caste-like system in the United States.,Coretta Scott King Book Award Winner,,,"<p>Seldom does a book have the impact of Michelle Alexander's The New Jim Crow. Since it was first published in 2010, it has been cited in judicial decisions and has been adopted in campus-wide and community-wide reads; it helped inspire the creation of the Marshall Project and the new $100 million Art for Justice Fund; it has been the winner of numerous prizes, including the prestigious NAACP Image Award; and it has spent nearly 250 weeks on the New York Times bestseller list.<br><br>Most important of all, it has spawned a whole generation of criminal justice reform activists and organizations motivated by Michelle Alexander's unforgettable argument that ""we have not ended racial caste in America; we have merely redesigned it."" As the Birmingham News proclaimed, it is ""undoubtedly the most important book published in this century about the U.S.""</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ee16c9bc9ef9a816ab41b67_book_theNewJimCrow.jpg
The Fire Next Time ,the-fire-next-time-2,5ee119e7a0db1f13edda4aa0,5f0ddbd4e8b0d0370db9f5a7,Tue Jul 14 2020 16:22:44 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:22:44 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:24:52 GMT+0000 (Coordinated Universal Time),The Fire Next Time ,James Baldwin,https://bookshop.org/books/the-fire-next-time/9780679744726,James Baldwin details his early life in Harlem and examins the disturbing consequences of racial injustice,,Coretta Scott King Book Award Winner,,"<p>A national bestseller when it first appeared in 1963, The Fire Next Time galvanized the nation and gave passionate voice to the emerging civil rights movement. At once a powerful evocation of James Baldwin's early life in Harlem and a disturbing examination of the consequences of racial injustice, the book is an intensely personal and provocative document. It consists of two ""letters, "" written on the occasion of the centennial of the Emancipation Proclamation, that exhort Americans, both black and white, to attack the terrible legacy of racism. Described by The New York Times Book Review as ""sermon, ultimatum, confession, deposition, testament, and chronicle...all presented in searing, brilliant prose, "" The Fire Next Time stands as a classic of our literature.<br></p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5ee16f108c626187dc956dbb_book_theFireNextTime.jpg
The Bluest Eye,the-bluest-eye,5ee119e7a0db1f13edda4aa0,5f0ddb63119fbb628a75b0cb,Tue Jul 14 2020 16:20:51 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:20:51 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:24:52 GMT+0000 (Coordinated Universal Time),The Bluest Eye,Toni Morrison,https://bookshop.org/books/the-bluest-eye/9780307278449,A powerful examination of our obsession with beauty and conformity.,,Coretta Scott King Book Award Winner,,"<p>Pecola Breedlove, a young black girl, prays every day for beauty. Mocked by other children for the dark skin, curly hair, and brown eyes that set her apart, she yearns for normalcy, for the blond hair and blue eyes that she believes will allow her to finally fit in. Yet as her dream grows more fervent, her life slowly starts to disintegrate in the face of adversity and strife. A powerful examination of our obsession with beauty and conformity, Toni Morrison's virtuosic first novel asks powerful questions about race, class, and gender with the subtlety and grace that have always characterized her writing.<br></p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0ddb5590652302d92d7d38_book_TheBluestEye.jpg
So You Want to Talk About Race ,so-you-want-to-talk-about-race,5ee119e7a0db1f13edda4aa0,5f0dd9e278b27f4a8b9f697c,Tue Jul 14 2020 16:14:26 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:14:26 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:24:52 GMT+0000 (Coordinated Universal Time),So You Want to Talk About Race ,Ijeoma Oluo,https://bookshop.org/books/so-you-want-to-talk-about-race/9781580058827,"Honest conversations about race and racism, and how they infect almost every aspect of American life.",,Coretta Scott King Book Award Winner,,"<p>Widespread reporting on aspects of white supremacy--from police brutality to the mass incarceration of Black Americans--has put a media spotlight on racism in our society. Still, it is a difficult subject to talk about. How do you tell your roommate her jokes are racist? Why did your sister-in-law take umbrage when you asked to touch her hair--and how do you make it right? How do you explain white privilege to your white, privileged friend?<br>In So You Want to Talk About Race, Ijeoma Oluo guides readers of all races through subjects ranging from intersectionality and affirmative action to ""model minorities"" in an attempt to make the seemingly impossible possible: honest conversations about race and racism, and how they infect almost every aspect of American life.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dd9d72b9bd70fbd6c13c8_book_SoYouWanttoTalkAboutRace.jpg
Sister Outsider ,sister-outsider,5ee119e7a0db1f13edda4aa0,5f0dd9771c74c7a888a91d40,Tue Jul 14 2020 16:12:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:12:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:24:52 GMT+0000 (Coordinated Universal Time),Sister Outsider ,Audre Lorde,https://bookshop.org/books/sister-outsider-essays-and-speeches-9780143134442/9781580911863,Audre Lord propounds social differences as as a vehicle for action and change.,,Coretta Scott King Book Award Winner,,"<p>In this charged collection of fifteen essays and speeches, Lorde takes on sexism, racism, ageism, homophobia, and class, and propounds social difference as a vehicle for action and change. Her prose is incisive, unflinching, and lyrical, reflecting struggle but ultimately offering messages of hope. This commemorative edition includes a new foreword by Lorde-scholar and poet Cheryl Clarke, who celebrates the ways in which Lorde's philosophies resonate more than twenty years after they were first published.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dd96ce065fb7797729821_book_SisterOutsider.jpg
Redefining Realness ,redefining-realness,5ee119e7a0db1f13edda4aa0,5f0dd75872651367b6fd2ca5,Tue Jul 14 2020 16:03:36 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:36 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),Redefining Realness ,Janet Mock,https://bookshop.org/books/redefining-realness-my-path-to-womanhood-identity-love-so-much-more/9781476709130,For anyone fighting to define themselves on their own terms.,Coretta Scott King Book Award Winner,,,"<p>In her profound and courageous New York Times bestseller, Janet Mock establishes herself as a resounding and inspirational voice for the transgender community--and anyone fighting to define themselves on their own terms.<br>With unflinching honesty and moving prose, Janet Mock relays her experiences of growing up young, multiracial, poor, and trans in America, offering readers accessible language while imparting vital insight about the unique challenges and vulnerabilities of a marginalized and misunderstood population. Though undoubtedly an account of one woman's quest for self at all costs, Redefining Realness is a powerful vision of possibility and self-realization, pushing us all toward greater acceptance of one another--and of ourselves--showing as never before how to be unapologetic and real.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dd74bddc23563dc41a453_book_RedefiningRealness.jpg
Raising Our Hands ,raising-our-hands,5ee119e7a0db1f13edda4aa0,5f0dd04bd4a408784a2875c8,Tue Jul 14 2020 15:33:31 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 15:33:31 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),Raising Our Hands ,Jenna Arnold,https://bookshop.org/books/raising-our-hands-how-white-women-can-stop-avoiding-hard-conversations-start-accepting-responsibility-and-find-our-place-on-the-new-fr/9781950665075,Raising Our Hands asks women to step up and join the frontlines.,,Coretta Scott King Book Award Winner,,"<p>White American women are no monolith. Yet, as Women's March national organizer Jenna Arnold has learned over the past few years criss-crossing the US in conversations with white women about their identity and role in the country, we do possess common characteristics--ones that get in the way of us becoming more engaged as citizens. We're so focused on checking off our to-do lists, or so afraid of getting it wrong, or so busy trying to avoid conflict, that we are actively avoiding the urgent conversations we need to have.<br><br>We are confused about how we got here and unsure how to do better.<br><br>Raising Our Hands is the reckoning cry for white women. It asks us to step up and join the new frontlines of the fight against complacency--in our homes, in our behaviors, and in our own minds.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dd03dec46aab77493d515_book_RaisingOurHands.jpg
Me and White Supremacy,me-and-white-supremacy,5ee119e7a0db1f13edda4aa0,5f0dcec47223489f6e009095,Tue Jul 14 2020 15:27:00 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 15:27:00 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),Me and White Supremacy,Layla F. Saad,https://bookshop.org/books/me-and-white-supremacy-combat-racism-change-the-world-and-become-a-good-ancestor/9781728209807,"For readers who are ready to examine their own beliefs, biases, and create social change.",,Coretta Scott King Book Award Winner,,"<p>Updated and expanded from the original workbook (downloaded by nearly 100,000 people), this critical text helps you take the work deeper by adding more historical and cultural contexts, sharing moving stories and anecdotes, and including expanded definitions, examples, and further resources, giving you the language to understand racism, and to dismantle your own biases, whether you are using the book on your own, with a book club, or looking to start family activism in your own home.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dceb9a14ae96cdd4aa3bc_book_MeandWhiteSupremacy.jpg
Just Mercy,just-mercy,5ee119e7a0db1f13edda4aa0,5f0dce61044d35a51c02d255,Tue Jul 14 2020 15:25:21 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 15:25:21 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),Just Mercy,Bryan Stevenson,https://bookshop.org/books/just-mercy-a-story-of-justice-and-redemption/9780812984965,Lawyer Bryan Stevenson's understanding of mercy and justice is forever transformed.,,Coretta Scott King Book Award Winner,,"<p>Bryan Stevenson was a young lawyer when he founded the Equal Justice Initiative, a legal practice dedicated to defending those most desperate and in need: the poor, the wrongly condemned, and women and children trapped in the farthest reaches of our criminal justice system. One of his first cases was that of Walter McMillian, a young man who was sentenced to die for a notorious murder he insisted he didn't commit. The case drew Bryan into a tangle of conspiracy, political machination, and legal brinksmanship--and transformed his understanding of mercy and justice forever.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dce5041d3265105616f4d_book_JustMercy.png
How To Be An Antiracist ,how-to-be-an-antiracist,5ee119e7a0db1f13edda4aa0,5f0dcdbda89d6dea93e76611,Tue Jul 14 2020 15:22:37 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 15:22:37 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),How To Be An Antiracist ,Dr. Ibram X. Kendi,https://bookshop.org/books/how-to-be-an-antiracist/9780525509288,Kendi takes readers through a widening circle of antiracist ideas,,Coretta Scott King Book Award Winner,,"<p>Antiracism is a transformative concept that reorients and reenergizes the conversation about racism--and, even more fundamentally, points us toward liberating new ways of thinking about ourselves and each other. At it's core, racism is a powerful system that creates false hierarchies of human value; its warped logic extends beyond race, from the way we regard people of different ethnicities or skin colors to the way we treat people of different sexes, gender identities, and body types. Racism intersects with class and culture and geography and even changes the way we see and value ourselves. In How to Be an Antiracist, Kendi takes readers through a widening circle of antiracist ideas--from the most basic concepts to visionary possibilites--that will help readers see all forms of racism clearly, understand their posionous consequences, and work to oppose them in our systems and in ourselves.<br><br>Kendi weaves an electrifying combination of ethics, history, law, and science with his own personal story of awakening to antiracism. This is an essential work for anyone who wants to go beyond the awareness of racism to the next step: contributing to the formation of a just and equitable society.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dcdb11b3d588fc49cff09_book_HowToBeAnAntiracist.jpg
Heavy: An American Memoir ,heavy-an-american-memoir,5ee119e7a0db1f13edda4aa0,5f0dcd76cc3311622579b064,Tue Jul 14 2020 15:21:26 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 15:21:26 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),Heavy: An American Memoir ,Kiese Laymon,https://bookshop.org/books/heavy-an-american-memoir/9781501125669,"""Kiese Laymon ""provocatively meditates on his trauma growing up as a black man"" (Entertainment Weekly)",,Coretta Scott King Book Award Winner,,"<p>In Heavy, Laymon writes eloquently and honestly about growing up a hard-headed black son to a complicated and brilliant black mother in Jackson, Mississippi. From his early experiences of sexual violence, to his suspension from college, to time in New York as a college professor, Laymon charts his complex relationship with his mother, grandmother, anorexia, obesity, sex, writing, and ultimately gambling. Heavy is a ""gorgeous, gutting...generous"" (The New York Times) memoir that combines personal stories with piercing intellect to reflect both on the strife of American society and on Laymon's experiences with abuse. By attempting to name secrets and lies he and his mother spent a lifetime avoiding, he asks us to confront the terrifying possibility that few in this nation actually know how to responsibly love, and even fewer want to live under the weight of actually becoming free.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dcd453750b75a8cf65442_book_HeavyAnAmericanMemoir.jpg
Eloquent Rage: A Black Feminist Discovers Her Superpower ,eloquent-rage-a-black-feminist-discovers-her-superpower,5ee119e7a0db1f13edda4aa0,5f0dcc705ad142af1d65d9e9,Tue Jul 14 2020 15:17:04 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 15:19:30 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 16:03:39 GMT+0000 (Coordinated Universal Time),,Dr. Brittney Cooper,https://bookshop.org/books/eloquent-rage-a-black-feminist-discovers-her-superpower/9781250112576,"Feminism, friendship, and faith in one's own superpowers are all we really need to turn things right side up again.",,Coretta Scott King Book Award Winner,,"<p>So what if it's true that Black women are mad as hell? They have the right to be. In the Black feminist tradition of Audre Lorde, Brittney Cooper reminds us that anger is a powerful source of energy that can give us the strength to keep on fighting.<br><br>Far too often, Black women's anger has been caricatured into an ugly and destructive force that threatens the civility and social fabric of American democracy. But Cooper shows us that there is more to the story than that. Black women's eloquent rage is what makes Serena Williams such a powerful tennis player. It's what makes Beyoncé's girl power anthems resonate so hard. It's what makes Michelle Obama an icon.<br><br>Eloquent rage keeps us all honest and accountable. It reminds women that they don't have to settle for less. When Cooper learned of her grandmother's eloquent rage about love, sex, and marriage in an epic and hilarious front-porch confrontation, her life was changed. And it took another intervention, this time staged by one of her homegirls, to turn Brittney into the fierce feminist she is today. In Brittney Cooper's world, neither mean girls nor fuckboys ever win. But homegirls emerge as heroes. This book argues that ultimately feminism, friendship, and faith in one's own superpowers are all we really need to turn things right side up again.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dcc649c237c7b7d8e9582_book_EloquentRage.jpg
